CC ID,D NID,TITLE,CG TITLE,CATEGORY,CATEGORY ID,EVENT DATE,PRODUCER,PRODUCER ID,PROJECT,PROJECT ID,RUNTIME,TVGUIDE,DISTRIBUTION AGREEMENT,SHOW TYPE,PRODUCTION LOCATION,FILLER,FILLER END DATE,CAN,SAFE HARBOR,COMMENTS
4055,4564,Hour of Life - Hour Of Life Spring 2014 - Episode 13,Hour of Life - What Shall We Say,Spiritual,7,2014-02-28T00:00:00,Ms. Barbara Messinger,73,Hour of Life,62,3438,,,,,,,,,
4056,4565,Hour of Life - Hour Of Life Spring 2014 - Episode 14,Hour of Life - Hour Of Life Spring 2014 - Episode 14,Spiritual,7,2014-02-28T00:00:00,Ms. Barbara Messinger,73,Revealing the Truth ,263,3510,,,,,,,,,
4057,4566,Slayed in Oregon - SLAYED IN OREGON Spring 2014 - Episode 1,Slayed in Oregon - SLAYED IN OREGON Spring 2014 - Episode 1,Arts & Entertainment,1,2014-02-28T00:00:00,April Jones,46,Revealing the Truth ,263,1710,,,,,,,,,
4058,4567,SLAYED IN OREGON Spring 2014 - Episode 2 Overkill Episode,Slayed in Oregon - Overkill Episode,Arts & Entertainment,1,2014-02-28T00:00:00,April Jones,46,Slayed in Oregon,35,1612,,,,,,,,,
4059,4568,Slayed in Oregon - SLAYED IN OREGON Spring 2014 - Episode 3,Slayed in Oregon - SLAYED IN OREGON Spring 2014 - Episode 3,Arts & Entertainment,1,2014-02-28T00:00:00,April Jones,46,Revealing the Truth ,263,1710,,,,,,,,,
4060,4569,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 1,UFO/Phenom - Mysterious Visitors,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3511,,,,,,,,,
4061,4570,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 2,UFO/Phenom - UFOs Germany,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3514,,,,,,,,,
4062,4571,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 3,UFO/Phenom - UFOs,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3424,,,,,,,,,
4063,4572,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 4,UFO/Phenom - Birdsall review,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3600,,,,,,,,,
4064,4573,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 5,UFO/Phenom -  Crop Circles,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3513,,,,,,,,,
4065,4574,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 6,UFO/Phenom J. Rodriques & Dr. Lee,Spiritual,7,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3510,,,,,,,,,
4066,4575,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 7,UFO/Phenom - UFO/Phenom Spring 2014 - P. Helleyer & P. Harris,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3516,,,,,,,,,
4067,4576,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 8,UFO/Phenom - UFO/Phenom Spring 2014 - Secret Bases,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3508,,,,,,,,,
4068,4577,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 9,UFO/Phenom - R. Dean on UFOs,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3511,,,,,,,,,
4069,4578,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 10,UFO/Phenom - J. Woolwine on UFO glyphs,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3511,,,,,,,,,
4070,4579,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 11,UFO/Phenom - UFO/Phenom Spring 2014 - Loyd Plye Star Child Skull,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3508,,,,,,,,,
4071,4580,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 12,UFO/Phenom - UFO/Phenom Spring 2014 - Robert Eure,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3511,,,,,,,,,
4072,4581,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 13,UFO/Phenom - UFO/Phenom Spring 2014 - H. Akdogen,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3507,,,,,,,,,
4073,4582,UFO/Phenom - UFO/Phenom Spring 2014 - Episode 14,UFO/Phenom - C. Bluestar and G. Bibs,Public Affairs,6,2014-02-28T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3510,,,,,,,,,
4074,4583,Eckankar - Eckankar Spring 2014 - Episode 1,Eckankar - Eckankar Spring 2014 - Episode 1,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4075,4584,Eckankar - Eckankar Spring 2014 - Episode 2,Eckankar - Eckankar Spring 2014 - Episode 2,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4076,4585,Eckankar - Eckankar Spring 2014 - Episode 3,Eckankar - Eckankar Spring 2014 - Episode 3,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4077,4586,Eckankar - Eckankar Spring 2014 - Episode 4,Eckankar - Eckankar Spring 2014 - Episode 4,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4078,4587,Eckankar - Eckankar Spring 2014 - Episode 5,Eckankar - Eckankar Spring 2014 - Episode 5,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4079,4588,Eckankar - Eckankar Spring 2014 - Episode 6,Eckankar - Eckankar Spring 2014 - Episode 6,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4080,4589,Eckankar - Eckankar Spring 2014 - Episode 7,Eckankar - Eckankar Spring 2014 - Episode 7,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4081,4590,Eckankar - Eckankar Spring 2014 - Episode 8,Eckankar - Eckankar Spring 2014 - Episode 8,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4082,4591,Eckankar - Eckankar Spring 2014 - Episode 9,Eckankar - Eckankar Spring 2014 - Episode 9,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4083,4592,Eckankar - Eckankar Spring 2014 - Episode 10,Eckankar - Eckankar Spring 2014 - Episode 10,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4084,4593,Eckankar - Eckankar Spring 2014 - Episode 11,Eckankar - Eckankar Spring 2014 - Episode 11,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4085,4594,Eckankar - Eckankar Spring 2014 - Episode 12,Eckankar - Eckankar Spring 2014 - Episode 12,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4086,4595,Eckankar - Eckankar Spring 2014 - Episode 13,Eckankar - Eckankar Spring 2014 - Episode 13,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4087,4596,Eckankar - Eckankar Spring 2014 - Episode 14,Eckankar - Eckankar Spring 2014 - Episode 14,Spiritual,7,2014-02-28T00:00:00,promise nunn,39,Revealing the Truth ,263,1710,,,,,,,,,
4088,4597,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 1  (Adult),Guerilla Comedy Underground Spring 2014 - Episode 1(2-3),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1722,The Oregon State Senate mourned the loss of Celilo Falls on the 50th anniversary of its flooding by the backwaters of The Dalles dam,,,,,,,, (Adult)
4089,4598,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 2  (Adult),Guerilla Comedy Underground Spring 2014 - Episode 2 (2-4),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1725,The Oregon State Senate mourned the loss of Celilo Falls on the 50th anniversary of its flooding by the backwaters of The Dalles dam,,,,,,,, (Adult)
4090,4599,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 3  (Adult),Guerilla Comedy Underground Spring 2014 - Episode 3 (2-5),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1684,The Oregon State Senate mourned the loss of Celilo Falls on the 50th anniversary of its flooding by the backwaters of The Dalles dam,,,,,,,, (Adult)
4091,4600,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 4 (Adult),Guerilla Comedy Underground Spring 2014 - Episode 4 (2-6),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1712,The Oregon State Senate mourned the loss of Celilo Falls on the 50th anniversary of its flooding by the backwaters of The Dalles dam,,,,,,,, (Adult)
4092,4601,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 5 (adult),Guerilla Comedy Underground Spring 2014 - Episode 5 (2-7),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1738,,,,,adult,,,YES,(Adult)
4093,4602,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 6 (adult),Guerilla Comedy Underground  Spring 2014 - Episode 6 (2-8),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1683,,,,,adult,,,YES,(Adult)
4094,4603,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 7 (adult),Guerilla Comedy Underground Spring 2014 - Episode 7 (2-9),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1715,,,,,adult,,,YES,(Adult)
4095,4604,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 8,Guerilla Comedy Underground Spring 2014 - Episode 8 (3-1),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1706,,,,,adult,,,YES,(Adult)
4096,4605,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 9,Guerilla Comedy Underground Episode 9 (3-2),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1695,,,,,,,,,
4097,4606,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 10,Guerilla Comedy Underground -  Spring 2014 - Episode 10 (3-3),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1724,,,,,,,,,
4098,4607,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 11,Guerilla Comedy Underground - Spring 2014 - Episode 11(3-4),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1790,,,,,,,,,
4099,4608,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 12,Guerilla Comedy Underground  Spring 2014 - Episode 12 (3-5),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1742,,,,,,,,,
4100,4609,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 13, Guerilla Comedy Underground Spring 2014 - Episode 13 (4-1),Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Guerilla Comedy Underground,53,1710,,,,,,,,,
4101,4610,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 14,Guerilla Comedy Underground - Guerilla Comedy Underground Spring 2014 - Episode 14,Arts & Entertainment,1,2014-02-28T00:00:00,Tim Kohl,64,Revealing the Truth ,263,1710,,,,,,,,,
4102,4611,Reeling: Movie Review Show,Reeling: Movie Review Show,Arts & Entertainment,1,2014-02-28T00:00:00,Mrs. Jenelle Neill,138,Reeling: Movie Review Show,137,1779,,,,,,,,,
4103,4612,PSU.tv - Series - PSU.tv Spring 2014 - Episode 1,PSU.tv - Series - PSU.tv Spring 2014 - Episode 1,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3513,,,,,,,,,
4104,4613,PSU.tv - Series - PSU.tv Spring 2014 - Episode 2,PSU.tv - Series - PSU.tv Spring 2014 - Episode 2,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3510,,,,,,,,,
4105,4614,PSU.tv - Series - PSU.tv Spring 2014 - Episode 3,PSU.tv,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3510,,,,,,,,,
4106,4615,PSU.tv - Series - PSU.tv Spring 2014 - Episode 4,PSU.tv,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3511,,,,,,,,,
4107,4616,PSU.tv - Series - PSU.tv Spring 2014 - Episode 5,PSU.tv,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3510,,,,,,,,,
4108,4617,PSU.tv - Series - PSU.tv Spring 2014 - Episode 6,PSU.tv - Series - PSU.tv Spring 2014 - PCM2-06,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3510,,,,,,,,,
4109,4618,PSU.tv - Series - PSU.tv Spring 2014 - Episode 7,PSU.tv,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3510,,,,,,,,,
4110,4619,PSU.tv - Series - PSU.tv Spring 2014 - Episode 8,PSU.tv,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3551,,,,,,,,,
4111,4620,PSU.tv - Series - PSU.tv Spring 2014 - Episode 9,PSU.tv,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3510,,,,,,,,,
4112,4621,PSU.tv - Series - PSU.tv Spring 2014 - Episode 10,PSU.tv - Series - PSU.tv Spring 2014 - PCM2-10,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3512,,,,,,,,,
4113,4622,PSU.tv - Series - PSU.tv Spring 2014 - Episode 11,PSU.tv - Series - PSU.tv Spring 2014 - PCM2-11,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3510,,,,,,,,,
4114,4623,PSU.tv - Series - PSU.tv Spring 2014 - Episode 12,PSU.tv,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3510,,,,,,,,,
4115,4624,PSU.tv - Series - PSU.tv Spring 2014 - Episode 13,PSU.tv,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,PSU.tv - Series,312,3511,,,,,,,,,
4116,4625,PSU.tv - Series - PSU.tv Spring 2014 - Episode 14,PSU.tv - Series - PSU.tv Spring 2014 - Episode 14,Arts & Entertainment,1,2014-02-28T00:00:00,Norm Countryman,100,Reeling: Movie Review Show,137,3510,,,,,,,,,
4117,4626,Words of Peace - Words of Peace Spring 2014 - Episode 1,Words of Peace - Words of Peace Always Remember,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1706,,,,,,,,,
4118,4627,Words of Peace - Words of Peace Spring 2014 - Episode 2,Words of Peace - The Bridge to Peace,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1706,,,,,,,,,
4119,4628,Words of Peace - Words of Peace Spring 2014 - Episode 3,Words of Peace - The Source of Joy,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1712,,,,,,,,,
4120,4629,Words of Peace - Words of Peace Spring 2014 - Episode 4,Words of Peace - Words of Peace Spring 2014 - The Farmer and the Buried Treasure,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1710,,,,,,,,,
4121,4630,Words of Peace - Words of Peace Spring 2014 - Episode 5,Words of Peace - Court Clarity,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1714,,,,,,,,,
4122,4631,Words of Peace - Words of Peace Spring 2014 - Episode 6,Words of Peace - The Company Within,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1710,,,,,,,,,
4123,4632,Words of Peace - Words of Peace Spring 2014 - Episode 7,Words of Peace - Melbourne,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1710,,,,,,,,,
4124,4633,Words of Peace - Words of Peace Spring 2014 - Episode 8,Words of Peace - This Precious Abundance,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1710,,,,,,,,,
4125,4634,Words of Peace - Words of Peace Spring 2014 - Episode 9,Words of Peace - The Lion and the sheep,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1706,,,,,,,,,
4126,4635,Words of Peace - Words of Peace Spring 2014 - Episode 10,Words of Peace - Do you Know,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1706,,,,,,,,,
4127,4636,Words of Peace - Words of Peace Spring 2014 - Episode 11,Words of Peace - The Joy of Simplicity,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1710,,,,,,,,,
4128,4637,Words of Peace - Words of Peace Spring 2014 - Episode 12,Words of Peace - The Farmer and the Buried Treasure,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1706,,,,,,,,,
4129,4638,Words of Peace - Words of Peace Spring 2014 - Episode 13,Words of Peace - Existence is Your Home,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1710,,,,,,,,,
4130,4639,Words of Peace - Words of Peace Spring 2014 - Episode 14,Words of Peace Practice,Education,4,2014-02-28T00:00:00,Norm Countryman,100,Words of Peace,90,1710,,,,,,,,,
4131,4640,Straighttalk - Straighttalk Spring 2014 - Episode 1 (replaced with individual submitted),Straighttalk - Straighttalk Spring 2014 - Episode 1,Public Affairs,6,2014-02-28T00:00:00,Anthony Brown,89,Reeling: Movie Review Show,137,3510,,,,,,,,,
4132,4641,Straighttalk - Straighttalk Spring 2014 - Episode 2,Straighttalk - Straighttalk Spring 2014 - Episode 2,Public Affairs,6,2014-02-28T00:00:00,Anthony Brown,89,Reeling: Movie Review Show,137,3510,,,,,,,,,
4133,4642,Straighttalk - Straighttalk Spring 2014 - Episode 3,Straighttalk - Straighttalk Spring 2014 - Episode 3,Public Affairs,6,2014-02-28T00:00:00,Anthony Brown,89,Reeling: Movie Review Show,137,3510,,,,,,,,,
4134,4643,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 1,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 1,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Reeling: Movie Review Show,137,3510,,,,,,,,,
4135,4644,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 2,Al-Islam In Focus,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,2563,,,,,,,,,
4136,4645,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 3,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 3,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,2563,,,,,,,,,
4137,4646,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 4,Al-Islam In Focus - The Inner Meaning Of Ramadhan,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,3274,,,,,,,,,
4138,4647,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 5,Al-Islam In Focus,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,3475,,,,,,,,,
4139,4648,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 6,Al-Islam In Focus,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,2523,,,,,,,,,
4140,4649,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 7,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 7,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,2997,,,,,,,,,
4141,4650,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 8,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 8,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,2562,,,,,,,,,
4142,4651,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 9,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 9,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Reeling: Movie Review Show,137,3510,,,,,,,,,
4143,4652,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 10,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 10,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Reeling: Movie Review Show,137,3510,,,,,,,,,
4144,4653,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 11,Al-Islam In Focus,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,3534,,,,,,,,,
4145,4654,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 12,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 12,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,2409,,,,,,,,,
4146,4655,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 13,Al-Islam In Focus,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,3522,,,,,,,,,
4147,4656,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 14,Al-Islam In Focus - Al-Islam In Focus Spring 2014 - Episode 14,Spiritual,7,2014-02-28T00:00:00,Shaheed Haamid,56,Al-Islam In Focus,45,3510,,,,,,,,,
4148,4658,New Lively Hope Ministries - New Lively Hope Ministries Spring 2014 - Episode 1,New Lively Hope Ministries,Spiritual,7,2014-02-28T00:00:00,Albert Smith,82,New Lively Hope Ministries,71,3503,,,,,,,,,
4149,4659,New Lively Hope Ministries Spring 2014 - Episode 2 4/26,New Lively Hope Ministries - 4/26,Spiritual,7,2014-02-28T00:00:00,Albert Smith,82,Journeys on Film,385,3510,,,,,,,,,
4150,4660,New Lively Hope Ministries Spring 2014 - Episode 3 5/10,New Lively Hope Ministries - 5/10,Spiritual,7,2014-02-28T00:00:00,Albert Smith,82,Journeys on Film,385,3510,,,,,,,,,
4151,4661,New Lively Hope Ministries Spring 2014 - Episode 4 5/24,New Lively Hope Ministries - 5/24,Spiritual,7,2014-02-28T00:00:00,Albert Smith,82,Journeys on Film,385,3510,,,,,,,,,
4152,4662,New Lively Hope Ministries Spring 2014 - Episode 5 6/14,New Lively Hope Ministries - 6/14,Spiritual,7,2014-02-28T00:00:00,Albert Smith,82,Journeys on Film,385,3510,,,,,,,,,
4153,4663,New Lively Hope Ministries Spring 2014 - Episode 6 6/28,New Lively Hope Ministries - Episode 6,Spiritual,7,2014-02-28T00:00:00,Albert Smith,82,Journeys on Film,385,3511,,,,,,,,,0
4154,4664,A Growing Concern  - A Growing Concern Spring 2014 - Episode 1 4/4 Our Kinship With Animals,A Growing Concern  - Our Kinship With Animals,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3170,,,,,,,,,
4155,4665,A Growing Concern  - A Growing Concern Spring 2014 - Episode 2 4/11 Consciousness of Animals,A Growing Concern  - Consciousness of Animals,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3490,,,,,,,,,
4156,4666,A Growing Concern Spring 2014 - Episode 3 4/18 Monitoring Eastern Cascade TImber Sales,A Growing Concern  - Monitoring Eastern Cascade TImber Sales,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3511,,,,,,,,,
4157,4667,A Growing Concern Spring 2014 - Episode 4 4/25,A Growing Concern  -4/25,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,Journeys on Film,385,3503,,,,,,,,,
4158,4668,A Growing Concern Spring 2014 - Episode 5 5/2  Interview with Paul Cienfuegos,A Growing Concern  - Interview with Paul Cienfuegos,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3489,,,,,,,,,
4159,4669,A Growing Concern Spring 2014 - Episode 6 5/9 Global Cannabis March,A Growing Concern  - Global Cannabis March,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3510,,,,,,,,,
4160,4670,A Growing Concern Spring 2014 - Episode 7 5/16,A Growing Concern  - 5/16,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,Journeys on Film,385,3510,,,,,,,,,
4161,4671,A Growing Concern Spring 2014 - Episode 8 5/23 Genetically Modified Organisms,A Growing Concern  - Genetically Modified Organisms,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3497,,,,,,,,,
4162,4672,A Growing Concern Spring 2014 - Episode 9 Oregon Campaign to label GMO's,A Growing Concern  - Oregon Campaign to label GMO's,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3507,,,,,,,,,
4163,4673,A Growing Concern Spring 2014 - Episode 10 6/6 No Such Thing As Clean Coal,A Growing Concern  - No Such Thing As Clean Coal,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3504,,,,,,,,,
4164,4674,A Growing Concern Spring 2014 - Episode 11 6/13 cancelled,A Growing Concern  - 6/13 cancelled,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,Journeys on Film,385,3510,,,,,,,,,
4165,4675,A Growing Concern Spring 2014 - Episode 12 6/20,A Growing Concern  - 6/20,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,Journeys on Film,385,3500,,,,,,,,,
4166,4676,A Growing Concern Spring 2014 - Episode 13 6/27,A Growing Concern  - 6/27,Public Affairs,6,2014-02-28T00:00:00,Jim Lockhart,71,Journeys on Film,385,3507,,,,,,,,,
4167,4677,A Growing Concern  - A Growing Concern Spring 2014 - Episode 14,A Growing Concern  - A Growing Concern Spring 2014 - Episode 14,Community Info,3,2014-02-28T00:00:00,Jim Lockhart,71,Journeys on Film,385,3510,,,,,,,,,
4168,4678,NTD News - NTD News Spring 2014 - Episode 1,NTD News - NTD News Spring 2014 - Episode 1,Public Affairs,6,2014-02-28T00:00:00,Angela Vetanen,44,Journeys on Film,385,3510,,,,,,,,,
4169,4679,NTD News - NTD News Spring 2014 - Episode 2 86,NTD News 86,Public Affairs,6,2014-02-28T00:00:00,Angela Vetanen,44,NTD News,33,3178,,,,,,,,,
4170,4680,NTD News Spring 2014 - Episode 3 87,NTD News 87,Public Affairs,6,2014-02-28T00:00:00,Angela Vetanen,44,NTD News,33,3431,,,,,,,,,
4171,4681,NTD News Spring 2014 - Episode 4 88,NTD News 88,Public Affairs,6,2014-02-28T00:00:00,Angela Vetanen,44,NTD News,33,3478,,,,,,,,,
